,商品名称,商品编号,商品毛重,商品产地,型号,体型,机箱类型,支持主板,固态硬盘位,音频接口,硬盘位,光驱位,面板接口,箱体净重(kg),CPU散热器限高,材质,箱体长宽高（mm）,显卡（连供电头总长度）限长,标配风扇数,风扇位,水冷类型,机箱重量,颜色,品牌,电源位置,电源类型,店铺,RGB光控,导风管,标配电源,静音棉,高达/变形种类,外观造型,货号
300,华硕TUFGT301,100007081383,8.255kg,中国大陆,TUFGT301,中型机箱（中塔机箱）,玻璃侧透机箱,ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）,2个,1个耳机接口；1个麦克风接口,6个,0,1*USB3.1Gen11*耳机+麦克风,7.3,160mm,ABS塑料；钢化玻璃；SPCC钢材,426*214*482,≤32cm,4个,6个,360冷排，280冷排，240冷排，120冷排,,黑色,,下置,不带电源,,支持RGB光控,不支持导风管,,没有静音棉,,,
301,Thermaltake（Tt）CA-1H4-00S1WN-01,4293268,5.19kg,中国大陆,启航者F1黑色,小型机箱,,M-ATX（紧凑型），MINI-ITX（迷你型）,2个,HD,4个,0,USB3.0x1、USB2.0x2、HDAudiox1,4.55kg,160mm,SPCC钢材,396x205x422mm,≤38cm,0,5个,240冷排，120冷排,<5kg,黑色,TT,,不带电源,,,,,没有静音棉,,,
302,爱国者（aigo）YOGOM1游戏药丸玻璃全侧透MINI电脑机箱（支持MATX主板/240水冷）YOGOM1黑色（仅支持MATX及以下主板）,46248380851,6.02kg,中国大陆,,,,M-ATX（紧凑型），MINI-ITX（迷你型）,4个,HD,4个,,USB3.0*1+USB2.0*2+HD,4.9KG,160mm,钢化玻璃；SPCC钢材,376MM*208MM*405MM,≤33cm,0,,240冷排，120冷排,,,,,,兆方数码专营店,,,,,,,
303,航嘉（Huntkey）GX580H台式机电脑机箱ATX中塔式水冷机箱钢化玻璃侧透游戏空机箱防尘黑色,42817376410,5.0kg,中国大陆,,,玻璃侧透机箱，机箱电源套装,ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）,2个,1个麦克风接口；1个耳机接口,5个,0,usb2.0*2;usb3.0*1,5,160mm,SPCC钢材,497*266*473,≤33cm,0,6个,240冷排，120冷排,5-8kg,白色,,,,赞达云商专营店,不支持RGB光控,,,,,,GX580H
304,,,,,21+峥嵘Z30,,,,其他,AC97,1个,3,面板接口,1,75mm,钢,箱体长宽高（mm）,≤28cm,1个,3个,,,,,下置,,,,,,,,,
305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,游戏帝国（GAMEMAX）轻风健侠2静音电脑主机箱（支持10硬盘位/配6把静音风扇/拉丝面板）黑,10026244823140,10.0kg,中国大陆,轻风健侠2,大型机箱（全塔机箱）,静音机箱，复古机箱（带光驱位）,E-ATX（加大型），ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）,2个,HD；1个耳机接口；1个麦克风接口,10个,3,USB2.0*2-USB3.0*2-功能按键*4,10,165mm,钢；SPCC钢材,512x210x527mm,≤44cm,5个,6个,120冷排,8-12kg,黑色,,下置,不带电源,游戏帝国官方旗舰店,不支持RGB光控,不支持导风管,不带电源,有静音棉,,,
307,金河田预见A2B机箱,1666223,3.86kg,中国大陆,预见A2B机箱,中型机箱（中塔机箱）,复古机箱（带光驱位）,ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）,1个,1个耳机接口；1个麦克风接口,3个,2,1个USB2.0、1个USB3.0、1个耳机接口、1个麦克风接口,3.14,160mm,SPCC钢材,390*180*400mm,≤24cm,0,2个,不支持,<5kg,黑色,金河田（Goldenfield）,上置,不带电源,,不支持RGB光控,不支持导风管,,没有静音棉,,,
308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,756290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,,1074391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,金河田（Goldenfield）预见/峥嵘台式机电脑ITX水冷游戏办公家用游戏侧透机箱金河田机箱3302,56061905819,8.4kg,,峥嵘Z2战士,,玻璃侧透机箱,E-ATX（加大型），ATX（标准型），M-ATX（紧凑型）,其他,AC97；HD；AC97/HD；1个耳机接口；1个麦克风接口,4个,1,USB3.0接口；USB2.0接口；耳麦接口,7,1mm,ABS塑料,440*234*425,≤40cm,4个,0个,360冷排,8-12kg,黑色,,,,武极电脑DIY旗舰店,,,,,,,
313,爱国者（aigo）YOGOM1游戏药丸玻璃全侧透MINI电脑机箱（支持MATX主板/240水冷）YOGOM1黑色（仅支持MATX及以下主板）,46248380851,6.02kg,中国大陆,,,,M-ATX（紧凑型），MINI-ITX（迷你型）,4个,HD,4个,,USB3.0*1+USB2.0*2+HD,4.9KG,160mm,钢化玻璃；SPCC钢材,376MM*208MM*405MM,≤33cm,0,,240冷排，120冷排,,,,,,兆方数码专营店,,,,,,,
314,先马奇迹3,670043,3.8kg,中国大陆,奇迹3,中型机箱（中塔机箱）,复古机箱（带光驱位）,ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）,1个,HD；1个耳机接口；1个麦克风接口,4个,2,1个USB3.0接口、2个USB2.0接口、重启键,*,157mm,亚克力；SPCC钢材,421（长）*192（宽）*428（高）mm,≤33cm,0,2个,不支持,<5kg,黑色,先马（SAMA）,上置,,,,,,,,,
315,撒哈拉(SAHARA)冷静大师M1电脑机箱台式机静音小机箱(支持MATX主板/U3/背线/7风扇)M1普通版(带一个静音风扇)单机箱,10034327508613,4.0kg,中国大陆,冷静大师M1,小型机箱,玻璃侧透机箱，静音机箱，机箱电源套装,M-ATX（紧凑型），MINI-ITX（迷你型）,1个,1个耳机接口；1个麦克风接口；AC97/HD,2个,0,5,4,155mm,钢化玻璃；钢,340*210*390,≤29cm,1个,7个,240冷排，120冷排,,黑色,,,标准电源（ATX）,SAHARA撒哈拉旗舰店,不支持RGB光控,不支持导风管,不带电源,,,,
316,航嘉（Huntkey）GX580H台式机电脑机箱ATX中塔式水冷机箱钢化玻璃侧透游戏空机箱防尘黑色,42817376410,5.0kg,中国大陆,,,玻璃侧透机箱，机箱电源套装,ATX（标准型），M-ATX（紧凑型），MINI-ITX（迷你型）,2个,1个麦克风接口；1个耳机接口,5个,0,usb2.0*2;usb3.0*1,5,160mm,SPCC钢材,497*266*473,≤33cm,0,6个,240冷排，120冷排,5-8kg,白色,,,,赞达云商专营店,不支持RGB光控,,,,,,GX580H
